طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,غربی,شرقی,شمالی,جنوبی,code
2,70,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10269936
4,82,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,0,10349761
3,51,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10349896
1,53,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10349916
همكف,80,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10405512
1,85,2,1,MDF,فرنگی,سراميک,1,0,0,0,0,0,0,0,10350013
3,56,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10405513
4,90,3,1,MDF,ايرانی,پارکت,1,0,1,1,1,1,0,0,3947078
3,58,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,1,0,10335956
6,98,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10336535
5,78,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10267269
1,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10275437
1,80,1,1,MDF,ايراني فرنگي,سراميک موزائيک,1,0,0,0,0,0,1,0,10121204
3,41,1,1,MDF,ايرانی,پارکت,1,0,0,0,0,0,0,0,10349359
1,80,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,0,10348891
همكف,62,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,0,10272289
4,65,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10146185
1,58,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,1,10128434
3,109,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,2709357
1,60,1,1,MDF,ايرانی,سراميک,0,0,0,0,0,0,1,0,10266424
3,55,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,1,10130906
1,136,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10333494
4,101,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,1,10346879
1,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10266687
3,80,2,1,MDF,ايراني فرنگي,پارکت سراميک,1,0,1,0,0,0,0,1,10346875
2,52,1,1,هایگلاس,ايرانی,سراميک,0,0,0,1,0,0,0,1,10004732
3,194,3,1,فلزي,ايرانی,موزائيک,0,0,1,0,0,0,0,1,10182498
3,81,2,1,MDF,فرنگی,سراميک,1,0,0,1,0,1,0,0,10266690
3,101,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10243528
1,40,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10405522
1,110,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10268840
4,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,1,2555713
4,95,2,1,فلزي,ايرانی,موکت,0,0,0,1,0,0,1,0,10264170
3,85,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10297216
5,88,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10264119
4,80,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,1,0,0,10255335
1,80,2,1,MDF,ايرانی,سراميک,0,0,0,1,0,0,1,0,10259084
4,58,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10122120
1,126,3,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10405524
1,58,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10270021
1,97,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10260975
مختلف,54,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10273709
3,94,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10347679
3,57,2,1,MDF,ايراني فرنگي,سراميک,0,0,1,1,0,0,1,0,10301447
5,131,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10246931
5,80,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10405528
3,57,1,1,فلزي,ايرانی,موزائيک,0,0,1,1,0,0,0,0,10273688
4,95,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10405530
3,120,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10335747
3,90,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10333220
2,83,2,1,MDF,ايرانی,سراميک,1,0,0,1,0,1,0,0,10273558
4,91,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,3242830
2,53,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10274007
3,90,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10053159
2,95,2,0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10265301
2,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10405531
1,42,1,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,0,1,10273224
2,119,2,1,دلخواه,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10184591
2,88,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10245997
3,66,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,0,10273214
4,88,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10266065
زیرهمكف,55,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,3996566
1,40,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10186188
2,76,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10300642
2,170,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,1,1,0,10006436
1,60,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10245674
2,94,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,1,10134688
زیرهمكف,72,1,1,MDF,ايرانی,سنگ,1,0,1,0,0,0,0,1,10254920
1,53,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10126596
3,85,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10405532
3,91,2,1,MDF,ايرانی,سنگ,1,0,1,1,0,0,0,0,10275438
1,87,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10405534
4,112,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10275474
3,52,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,0,10350045
1,50,1,1,MDF,ايراني فرنگي,سنگ,0,0,0,0,0,0,0,0,10261253
4,63,2,1,MDF,ايرانی,سنگ,1,0,1,1,0,0,0,1,10350117
4,125,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,3945049
1,67,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10333589
5,55,1,2,MDF,فرنگی,سراميک,1,0,1,0,0,0,0,1,10405537
3,113,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10249670
5,128,2,1,MDF,ايراني فرنگي,سراميک,0,0,0,0,0,0,0,0,10349730
2,315,5,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10199540
3,112,2,1,فلزي,ايرانی,سراميک,1,0,0,0,1,0,0,1,10162527
4,61,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10177724
2,121,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,1,0,0,0,10298346
4,119,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10349790
زیرهمكف,72,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10301911
6,200,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10348570
2,70,1,1,فلزي,ايرانی,موزائيک,1,0,0,0,0,0,1,0,10405542
3,90,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10348281
2,120,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,3602417
1,80,2,0,چوبي,ايراني فرنگي,سنگ,1,0,1,0,0,1,1,1,10405543
4,105,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10200955
2,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10405450
1,98,2,0,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10301586
1,72,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10349198
3,50,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10322369
3,59,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,3177348
2,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10269653
1,65,1,1,MDF,ايراني فرنگي,پارکت,0,0,1,0,1,0,0,1,10348192
4,115,3,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,0,1,10249975
3,68,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10333200
2,174,3,1,MDF,ايرانی,پارکت,0,0,1,1,0,0,0,1,10405546
1,49,1,0,MDF,فرنگی,سراميک,1,0,1,0,0,0,1,0,10350439
1,54,1,1,MDF,ايراني فرنگي,لامنيت,1,0,0,0,0,0,0,0,10351153
2,78,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10322230
4,64,2,1,MDF,ايرانی,پارکت,1,0,1,1,0,0,0,1,10254435
2,88,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,1,10405547
1,50,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10333158
4,129,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,1,0,10186212
1,71,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10333593
4,212,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10405549
8,210,3,0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,0,10335647
3,60,1,1,MDF,ايرانی,سنگ,1,0,0,1,0,0,1,0,10405550
1,138,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10248971
2,104,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10349752
2,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10252244
3,225,3,1,MDF,ايراني فرنگي,سراميک,1,0,0,1,1,0,1,0,10006438
4,65,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,0,10333716
3,155,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,1,1,0,0,10263356
همكف و اول,255,4,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,3569955
4,122,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10253814
1,101,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10204360
2,104,2,1,MDF,فرنگی,سراميک,1,0,1,1,0,0,1,0,10249925
1,174,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,1,0,10262682
2,106,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10415549
4,210,3,1,MDF,فرنگی,سنگ,1,0,1,0,1,1,0,0,10415550
2,123,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10334230
2,81,2,1,هایگلاس,ايراني فرنگي,لامنيت,1,0,1,1,0,0,0,1,10256292
3,121,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,0,10346917
3,170,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10415551
همكف,225,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10273737
زیرهمكف,170,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10265074
4,132,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10415552
2,140,3,2,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,1,10076444
2,113,2,2,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10265545
1,96,2,1,چوبي,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,1,10299011
1,108,2,1,فلزي,ايرانی,سنگ,0,0,0,0,0,0,0,1,10415553
همكف,70,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,1,0,0,10346622
4,110,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10264780
3,116,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415554
2,85,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10266920
3,83,2,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,1,0,1,0,10298565
3,105,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10040793
4,83,2,1,MDF,ايرانی,نا مشخص,1,0,1,1,0,0,0,1,10415556
3,175,3,1,نا مشخص,ايراني فرنگي,سنگ,0,0,0,1,0,0,1,0,10415557
1,109,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,2870913
زیرهمكف,90,2,1,فلزي,ايرانی,موکت,1,0,1,0,0,0,0,1,10114476
2,113,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10164121
3,102,2,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,0,1,0,1,10127867
همكف,60,1,1,MDF,فرنگی,سراميک,1,0,0,0,0,0,0,1,10415560
1,68,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10350244
1,122,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,1,10180925
1,93,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,0,1,0,0,0,0,10131786
5,90,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,0,10347700
5,140,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10253335
4,126,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10347599
3,112,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,1,10264075
4,128,3,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10299032
2,56,2,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,1,10118021
4,63,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10415565
5,148,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415567
2,155,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10274299
3,93,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10415568
5,138,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,1,0,3854732
5,66,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,1,10415572
3,165,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10264940
3,108,2,1,MDF,ايراني فرنگي,سنگ,0,0,0,0,0,0,1,0,10273683
همكف,115,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10298243
3,157,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10415575
2,65,2,1,MDF,ايراني فرنگي,پارکت,1,0,0,0,0,0,1,0,10415576
4,123,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10182807
4,106,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10257343
5,98,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10415579
همكف,52,2,1,MDF,ايرانی,سنگ,1,0,1,0,0,0,0,1,10124723
4,73,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10066301
مختلف,120,2,0,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10133636
3,95,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,0,10349454
زیرهمكف,54,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10051201
4,128,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10335617
2,60,1,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,1,0,10150393
3,47,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10162309
1,69,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10265499
1,75,2,1,MDF,ايرانی,سراميک,0,0,1,1,0,0,1,0,10261664
5,170,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10090365
1,136,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10200626
همكف,77,1,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10415586
1,100,2,1,چوبي,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10203626
2,45,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,1,10415588
2,150,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10336029
3,109,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10336044
3,70,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415589
3,78,2,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,1,0,10128884
1,104,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10348092
1,82,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10348147
2,75,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10415590
2,110,2,1,دلخواه,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415591
5,121,2,1,MDF,فرنگی,سنگ,1,0,1,1,0,0,1,0,10351620
4,71,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10334143
همكف,120,2,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,1,1,10272687
4,87,2,1,MDF,ايرانی,پارکت,1,0,1,1,0,0,1,0,3588474
1,130,3,1,MDF,ايراني فرنگي,سنگ,1,0,0,0,0,0,1,0,3991000
5,50,1,1,MDF,ايرانی,سراميک,0,0,0,0,0,0,0,0,3888361
2,150,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10188185
4,55,1,1,MDF,ايراني فرنگي,سراميک,0,0,1,0,0,0,1,0,10415596
5,115,2,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10334153
4,50,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10415597
3,70,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10415600
3,71,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,1,10415605
4,43,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,0,0,10415609
3,56,1,1,MDF,ايرانی,کفپوش,1,0,1,1,1,1,0,0,10264157
2,72,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10161724
4,75,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10244673
2,52,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10415610
6,190,3,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,1,1,10177557
همكف,60,1,1,MDF,ايرانی,موکت,0,0,0,0,0,0,1,0,10246571
1,56,1,1,MDF,ايرانی,سراميک,1,0,0,0,0,1,0,0,10415611
4,80,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10415612
زیرهمكف,30,0,1,فلزي,ايرانی,سراميک,1,0,0,0,0,0,1,0,10264567
3,70,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10415613
4,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10347335
2,84,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10347338
4,205,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10178985
1,50,1,2,MDF,ايراني فرنگي,پارکت,1,0,1,0,0,0,0,1,3843222
همكف,54,1,1,چوبي,ايرانی,سراميک,0,0,1,0,0,0,0,1,10269774
4,171,3,1,MDF,ايراني فرنگي,سنگ,0,0,1,1,0,0,0,0,10415623
4,105,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,3960290
5,53,1,1,MDF,ايرانی,سراميک,1,0,0,1,0,0,1,0,3977707
همكف,88,2,1,MDF,ايراني فرنگي,پارکت,1,0,0,1,0,0,1,0,10126064
3,70,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10264587
1,80,2,1,MDF,فرنگی,سراميک,0,0,0,0,0,0,0,0,10334946
1,90,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10132126
4,122,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,0,10297152
2,100,2,2,هایگلاس,ايراني فرنگي,سنگ,0,0,0,0,0,0,0,0,10177517
1,93,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415630
1,168,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10206451
2,130,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10270716
همكف,62,1,1,MDF,ايرانی,موکت,1,0,1,1,1,0,0,0,10298437
5,116,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10415632
2,83,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,0,0,1,0,10298581
3,86,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,2834805
3,122,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,3835486
2,171,3,1,MDF,ايراني فرنگي,لامنيت,1,0,1,1,0,0,1,0,3805586
1,140,3,1,چوبي,ايراني فرنگي,سنگ,1,0,0,1,0,0,0,1,10415639
2,89,2,1,MDF,فرنگی,پارکت,1,0,1,0,0,0,0,1,10415640
4,112,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,1,0,10415641
همكف,100,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10415643
2,60,2,1,نا مشخص,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10415647
1,65,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10415648
5,61,1,1,MDF,ايراني فرنگي,سراميک,0,0,1,1,0,0,0,0,10415649
3,74,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10415652
1,56,1,1,MDF,ايرانی,سنگ,1,0,1,0,0,0,1,0,10415653
4,48,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,1,0,0,0,10124987
1,64,1,1,MDF,فرنگی,پارکت,1,0,1,1,0,0,1,0,10415654
7,140,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,1,10350234
4,85,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415657
3,55,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415658
زیرهمكف,42,0,1,MDF,ايرانی,سراميک,1,0,0,0,0,0,0,1,10335460
1,146,3,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,3623544
4,112,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10148669
1,90,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,0,10415660
3,97,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10415662
4,74,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10415663
3,50,1,1,MDF,ايرانی,سنگ,1,0,1,1,0,0,0,1,10415664
3,82,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415665
5,120,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,0,0,0,1,1,10149462
3,83,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10415666
1,80,2,1,هایگلاس,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10150776
4,42,1,1,MDF,ايرانی,سراميک,1,0,1,1,1,0,0,0,10415667
2,100,2,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10415668
3,45,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,1,10415669
1,80,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415670
1,63,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10415671
4,45,1,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,1,0,10415674
1,87,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,1,0,0,10415676
1,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415683
همكف,58,1,1,MDF,ايرانی,سراميک,1,0,1,0,0,0,1,0,10177156
4,74,2,1,MDF,ايرانی,سراميک,1,0,1,1,0,0,0,1,10266725
3,103,2,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10415686
4,122,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415688
9,130,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10415689
3,138,3,1,هایگلاس,ايراني فرنگي,سنگ,1,0,1,1,0,0,0,1,10248955
3,69,1,2,MDF,ايراني فرنگي,سراميک,1,0,0,1,0,0,1,0,10217555
4,170,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,0,0,0,0,1,10206297
2,215,2,یك,فلزي,ايرانی,سراميک,1,0,0,0,0,0,0,1,10415698
3,100,2,1,فلزي,ايرانی,پارکت,1,0,1,0,0,0,1,0,10243233
4,57,1,1,MDF,ايراني فرنگي,پارکت,1,0,1,1,0,0,0,1,3454164
4,190,3,1,چوبي,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10415704
1,88,2,1,آبدارخانه,ايراني فرنگي,نا مشخص,1,0,1,0,0,0,0,0,10415707
5,103,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,0,10415708
همكف,50,1,1,هایگلاس,ايرانی,سنگ,1,0,1,0,0,0,1,0,10335108
1,150,3,1,MDF,فرنگی,سراميک,1,0,0,0,0,0,0,1,10335465
1,90,2,1,فلزي,ايراني فرنگي,موکت,1,0,1,1,0,0,0,1,10334678
2,111,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,1,0,10334679
2,127,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,0,0,0,1,10415711
2,293,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,0,10415712
2,84,2,1,MDF,ايرانی,پارکت,1,0,0,1,0,0,1,0,10245463
3,65,2,1,MDF,ايرانی,سنگ,1,0,1,0,0,0,1,0,10268223
3,99,3,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,0,0,0,1,10415719
3,133,3,1,MDF,ايراني فرنگي,سنگ,1,0,1,1,0,0,1,0,10268388
